name,city,iata,icao,lat,lng
Morawa Airport,Morawa,MWB,,-29.211,116.009
Exmouth Airport,Exmouth,EXM,,-21.933,114.128
Derby Airport,Derby,DRB,YDBY,-17.37,123.661
Walgett Airport,Walgett,WGE,YWLG,-30.0328,148.126
Bathurst Island Airport,Bathurst Island,BRT,YBTI,-11.7692,130.62
Dunk Island Airport,Dunk Island,DKI,YDKI,-17.9417,146.14
Lizard Island Airport,Lizard Island,LZR,YLZI,-14.6733,145.4546
Hamilton Airport,Hamilton,HLT,YHML,-37.6489,142.065
Halls Creek Airport,Halls Creek,HCQ,YHLC,-18.2339,127.67
Fitzroy Crossing Airport,Fitzroy Crossing,FIZ,YFTZ,-18.1819,125.559
Ravensthorpe Airport,Ravensthorpe,RVT,YNRV,-33.7972,120.208
Geelong Airport,Geelong,GEX,YGLG,-38.225,144.333
Penneshaw Airport,Penneshaw,PEA,YPSH,-35.7558,137.9629
Redcliffe Airport,Rothwell,,YRED,-27.2067,153.068
Phillip Island Airport,Phillip Island,,YPID,-38.5233,145.327
Cooinda Airport,Cooinda,CDA,YCOO,-12.9033,132.532
Jabiru Airport,Jabiru,JAB,YJAB,-12.6583,132.893
Telfer Airport,Telfer,TEF,YTEF,-21.715,122.229
Renmark Airport,Renmark,RMK,YREN,-34.1964,140.674
Leigh Creek Airport,Leigh Creek,LGH,YLEC,-30.5983,138.426
Warburton Airport,Warburton Community,,YWBR,-26.1283,126.583
Cunderdin Airport,Cunderdin,,YCUN,-31.6222,117.217
Rottnest Island Airport,Rottnest Island,RTS,YRTI,-32.0067,115.54
Forrest Airport,Forrest,,YFRT,-30.8381,128.115
Ballarat Airport,Ballarat,,YBLT,-37.5117,143.791
Mallacoota Airport,Mallacoota,XMC,YMCO,-37.5983,149.72
Yuendumu Airport,Yuendumu ,YUE,YYND,-22.2542,131.782
Yarram Airport,Yarram,,YYRM,-38.5667,146.755
Yalata Mission Airport,Yalata,,YYTA,-31.4706,131.825
Wyndham Airport,Wyndham,,YWYM,-15.5114,128.153
Beverley Airport,Mine Site,,YBEE,-30.1867,139.558
Great Keppel Is Airport,Great Keppel Island,GKL,YGKL,-23.1833,150.942
Roper Bar Airport,Roper Bar,RPB,YRRB,-14.7348,134.5255
Mount Garnet Airport,Mount Garnet,,YMRT,-17.7,145.15
Innisfail Airport,Innisfail,IFL,YIFL,-17.5594,146.012
Moomba Airport,Moomba,MOO,YOOM,-28.0994,140.197
Onslow Airport,Onslow,ONS,YOLW,-21.6683,115.113
Theodore Airport,Theodore,TDR,YTDR,-24.9933,150.093
Chinchilla Airport,Chinchilla,CCL,YCCA,-26.775,150.617
Shute Harbour Airport,Shute Harbour,JHQ,YSHR,-20.2772,148.7556
Shepparton Airport,Shepparton,SHT,YSHT,-36.4289,145.393
Temora Airport,Temora,TEM,YTEM,-34.4214,147.512
Gayndah Airport,Gayndah,GAH,YGAY,-25.6144,151.619
Wilcannia Airport,Wilcannia,WIO,YWCA,-31.5264,143.375
Ivanhoe Airport,Ivanhoe,,YIVO,-32.8833,144.31
Menindee Airport,Menindee,,YMED,-32.3667,142.405
Pooncarie Airport,Pooncarie,,YPCE,-33.3667,142.588
Tilpa Airport,Tilpa,,YTLP,-30.9333,144.417
Lake Macquarie Airport,Lake Macquarie,BEO,YPEC,-33.0667,151.648
Brampton Island Airport,Brampton Island,BMP,YBPI,-20.8033,149.27
Busselton Regional Airport,Brusselton,BQB,YBLN,-33.6884,115.4016
Inverell Airport,Inverell,IVR,YIVL,-29.8883,151.144
Glen Innes Airport,Glen Innes,GLI,YGLI,-29.675,151.689
Fortescue - Dave Forrest Aerodrome,Cloudbreak,KFE,YFDF,-22.2908,119.4371
Solomon Airport,Solomon,SLJ,YSOL,-22.255,117.85
Coonabarabran Airport,Coonabarabran,COJ,YCBB,-31.3325,149.267
Warnervale Airport,Warnervale Airport,,YWVA,-33.2403,151.4297
Bairnsdale Airport,Bairnsdale,BSJ,YBNS,-37.8875,147.568
Prominent Hill Airport,Prominent Hill,PXH,YPMH,-29.716,135.5244
Coral Bay Airport,Coral Bay,,YCOY,-23.13,113.777
Lilydale Airport,Lilydale,,YLIL,-37.6917,145.367
Brisbane West Wellcamp Airport,Toowoomba,WTB,YBWW,-27.5583,151.7933
Clermont Airport,Clermont,CMQ,YCMT,-22.7731,147.621
Warrnambool Airport,Warrnambool,WMB,YWBL,-38.2953,142.447
Bloomfield Airport,Bloomfield,BFC,,-15.8736,145.33
Richmond Airport,Richmond,RCM,YRMD,-20.7019,143.115
RAAF Base Curtin,Derby,DCN,YCIN,-17.5814,123.828
Bunbury Airport,Bunbury,BUY,YBUN,-33.3783,115.677
Atherton Airport,Atherton,,YATN,-17.2617,145.515
Kadina Airport,Kadina,,YKDI,-33.9767,137.66
Coondewanna Airport,Coondewanna,CJF,YCWA,-22.9667,118.813
Borroloola Airport,Borroloola,BOX,YBRL,-16.0753,136.302
Port Keats Airport,Wadeye,PKT,YPKT,-14.25,129.529
Garden Point Airport,Pirlangimpi,GPN,YGPT,-11.4025,130.422
Flinders Island Airport,Elliston,,YFLS,-33.731,134.501
Murray Bridge Airport,Murray Bridge,,YMBD,-35.0667,139.227
Horsham Airport,Horsham,HSM,YHSM,-36.6697,142.173
Swan Hill Airport,Swan Hill,SWH,YSWH,-35.3758,143.533
Rose Bay Airport,Sydney,RSE,,-33.8667,151.2667
Dulkaninna Airport,Dulkaninna,DLK,YDLK,-29.0133,138.481
William Creek Airport,William Creek,,YWMC,-28.9067,136.342
Taroom Airport,Taroom,XTO,YTAM,-25.8017,149.9
Alpha Airport,Alpha,ABH,YAPH,-23.6461,146.584
Ararat Airport,,ARY,YARA,-37.3094,142.989
Benalla Airport,,BLN,YBLA,-36.5519,146.007
Balranald Airport,,BZD,YBRN,-34.6236,143.578
Brewarrina Airport,,BWQ,YBRW,-29.9739,146.817
Cleve Airport,,CVC,YCEE,-33.7097,136.505
Corowa Airport,,CWW,YCOR,-35.9947,146.357
Corryong Airport,,CYG,YCRG,-36.1828,147.888
Cootamundra Airport,,CMD,YCTM,-34.6239,148.028
Dirranbandi Airport,,DRN,YDBI,-28.5917,148.217
Deniliquin Airport,Deniliquin,DNQ,YDLQ,-35.5594,144.946
Dysart Airport,,DYA,YDYS,-22.6222,148.364
Echuca Airport,,ECH,YECH,-36.1572,144.762
Forbes Airport,Forbes,FRB,YFBS,-33.3636,147.935
Gunnedah Airport,,GUH,YGDH,-30.9611,150.251
Hay Airport,,HXX,YHAY,-34.5314,144.83
Hopetoun Airport,,HTU,YHPN,-35.7153,142.36
Kerang Airport,,KRA,YKER,-35.7514,143.939
Kempsey Airport,,KPS,YKMP,-31.0744,152.77
Kingaroy Airport,,KGY,YKRY,-26.5808,151.841
Latrobe Valley Airport,Morwell,TGN,YLTV,-38.2072,146.47
Mareeba Airport,,MRG,YMBA,-17.0692,145.419
Ngukurr Airport,,RPM,YNGU,-14.7228,134.747
Narromine Airport,,QRM,YNRM,-32.2147,148.225
Port Pirie Airport,,PPI,YPIR,-33.2389,137.995
Smithton Airport,,SIO,YSMI,-40.835,145.084
Snake Bay Airport,,SNB,YSNB,-11.4228,130.654
Stawell Airport,,SWC,YSWL,-37.0717,142.741
Tibooburra Airport,,TYB,YTIB,-29.4511,142.058
Tumut Airport,,TUM,YTMU,-35.2628,148.241
Wangaratta Airport,,WGT,YWGT,-36.4158,146.307
Warracknabeal Airport,,WKB,YWKB,-36.3211,142.419
Warren Airport,,QRR,YWRN,-31.7333,147.803
West Sale Airport,Sale,SXE,YWSL,-38.0908,146.9653
West Wyalong Airport,West Wyalong,WWY,YWWL,-33.9372,147.191
Young Airport,,NGA,YYNG,-34.2556,148.248
Wiener Neustadt East Airport,Wiener Neustadt Ost,,LOAN,47.8433,16.2601
Wels Airport,Wels,,LOLW,48.1833,14.0409
Graz Airport,Graz,GRZ,LOWG,46.9911,15.4396
Innsbruck Airport,Innsbruck,INN,LOWI,47.2602,11.344
Linz Hörsching Airport,Linz,LNZ,LOWL,48.2332,14.1875
Salzburg Airport,Salzburg,SZG,LOWS,47.7933,13.0043
Vienna International Airport,Vienna,VIE,LOWW,48.1103,16.5697
Hinterstoisser Air Base,Zeltweg,,LOXZ,47.2028,14.7442
Klagenfurt Airport,Klagenfurt,KLU,LOWK,46.6425,14.3377
Niederoeblarn Airport,Niederoeblarn,,LOGO,47.4783,14.0083
Vöslau Airport,Bad Voeslau,,LOAV,47.965,16.26
Hohenems-Dornbirn Airport,Hohenems,HOJ,LOIH,47.385,9.7
Krems Airport,Krems,,LOAG,48.4464,15.6342
Zell Am See Airport,Zell am See,,LOWZ,47.2922,12.7875
Brumowski  Air Base,Tulln,,LOXT,48.3167,16.1167
Flugplatz Punitz,Punitz-Guessing,,LOGG,47.1465,16.3168
Mauterndorf Airport,Mauterndorf,,LOSM,47.1325,13.6969
Nötsch Im Gailtal Airport,Notsch Im Gailtal,,LOKN,46.5811,13.6292
St. Johann In Tirol Airport,St. Johann in Tirol,,LOIJ,47.5201,12.4497
Heydar Aliyev International Airport,Baku,GYD,UBBB,40.4675,50.0467
Ganja Airport,Ganja,KVD,UBBG,40.7377,46.3176
Nakhchivan Airport,Nakhchivan,NAJ,UBBN,39.1888,45.4584
Stepanakert Air Base,Stepanakert,,UB13,39.9014,46.787
Lankaran International Airport,Lankaran,LLK,UBBL,38.7464,48.818
Gabala International Airport,Qabala,GBB,UBBQ,40.8267,47.7125
Zaqatala International Airport,Zaqatala,ZTU,UBBY,41.5622,46.6672
Clarence A. Bain Airport,Clarence Bain,,MYAB,24.2877,-77.6846
Andros Town Airport,Andros Town,ASD,MYAF,24.6979,-77.7956
Marsh Harbour International Airport,Marsh Harbor,MHH,MYAM,26.5114,-77.0835
San Andros Airport,San Andros,SAQ,MYAN,25.0538,-78.049
Spring Point Airport,Spring Point,AXP,MYAP,22.4418,-73.9709
Sandy Point Airport,Sandy Point,,MYAS,26.0046,-77.3955
Treasure Cay Airport,Treasure Cay,TCB,MYAT,26.7453,-77.3913
Chub Cay Airport,Chub Cay,CCZ,MYBC,25.4171,-77.8809
Great Harbour Cay Airport,Bullocks Harbour,,MYBG,25.7383,-77.8401
South Bimini Airport,Alice Town,BIM,MYBS,25.6999,-79.2647
Exuma International Airport,Great Exuma,GGT,MYEF,23.5626,-75.878
George Town Airport,George Town,,MYEG,23.4667,-75.7817
North Eleuthera Airport,North Eleuthera,ELH,MYEH,25.4749,-76.6835
Governor's Harbour Airport,Governor's Harbor,GHB,MYEM,25.2847,-76.331
Normans Cay Airport,Norman's Cay,,MYEN,24.5943,-76.8202
Rock Sound Airport,Rock Sound,RSD,MYER,24.8951,-76.1769
Staniel Cay Airport,Staniel Cay,,MYES,24.1691,-76.4391
Grand Bahama International Airport,Freeport,FPO,MYGF,26.5587,-78.6956
Inagua Airport,Matthew Town,IGA,MYIG,20.975,-73.6669
Deadman's Cay Airport,Dead Man's Cay,LGI,MYLD,23.179,-75.0936
Stella Maris Airport,Stella Maris,SML,MYLS,23.5823,-75.2686
Mayaguana Airport,Mayaguana,MYG,MYMM,22.3795,-73.0135
Lynden Pindling International Airport,Nassau,NAS,MYNN,25.039,-77.4662
Duncan Town Airport,Duncan Town,,MYRD,22.1818,-75.7295
Rum Cay Airport,Port Nelson,,MYRP,23.6844,-74.8362
San Salvador Airport,Cockburn Town,ZSA,MYSM,24.0633,-74.524
Bimini North Seaplane Base,Bimini,NSB,,25.767,-79.25
Congo Town Airport,Andros,COX,MYAK,24.1587,-77.5898
Arthur's Town Airport,Arthur's Town,ATC,MYCA,24.6294,-75.6738
New Bight Airport,Cat Island,CAT,MYCB,24.3153,-75.4523
Colonel Hill Airport,Colonel Hill,CRI,MYCI,22.7456,-74.1824
Nassau Paradise Island Airport,Nassau,PID,MYPI,25.083,-77.3
Paradise Island Seaplane Base,Nassau,WZY,,25.0872,-77.3239
Abaco I Walker C Airport,Walker's Cay,WKR,MYAW,27.2667,-78.3997
Black Point Airstrip,Black Point,,MYEB,24.0895,-76.3979
Bahrain International Airport,Bahrain,BAH,OBBI,26.2708,50.6336
Sheik Isa Air Base,Bahrain,,OBBS,25.9184,50.5906
Cox's Bazar Airport,Cox's Bazar,CXB,VGCB,21.4522,91.9639
Shah Amanat International Airport,Chittagong,CGP,VGEG,22.2496,91.8133
Ishurdi Airport,Ishurdi,IRD,VGIS,24.1525,89.0494
Jessore Airport,Jessore,JSR,VGJR,23.1838,89.1608
Shah Mokhdum Airport,Rajshahi,RJH,VGRJ,24.4372,88.6165
Saidpur Airport,Saidpur,SPD,VGSD,25.7592,88.9089
Osmany International Airport,Sylhet Osmani,ZYL,VGSY,24.9632,91.8668
Tejgaon Airport,Dhaka,,VGTJ,23.7788,90.3827
Dhaka / Hazrat Shahjalal International Airport,Dhaka,DAC,VGZR,23.8433,90.3978
Barisal Airport,Barisal,BZL,VGBR,22.801,90.3012
Sir Grantley Adams International Airport,Bridgetown,BGI,TBPB,13.0746,-59.4925
Gomel Airport,Gomel,GME,UMGG,52.527,31.0167
Vitebsk Vostochny Airport,Vitebsk,VTB,UMII,55.1265,30.3496
Minsk 1 Airport,Minsk,MHP,UMMM,53.8645,27.5397
Minsk National Airport,Minsk 2,MSQ,UMMS,53.8825,28.0307
Hrodna Airport,Hrodna,GNA,UMMG,53.602,24.0538
Mogilev Airport,Mogilev,MVQ,UMOO,53.9549,30.0951
Borovaya Airfield,Minsk,,UMMB,53.9605,27.6506
Brest Airport,Brest,BQT,UMBB,52.1083,23.8981
Baranavichi Air Base,Baranavichi,,UMMA,53.1,26.05
Babruisk Air Base,Babruisk,,UMNB,53.105,29.205
Antwerp International Airport (Deurne),Antwerp,ANR,EBAW,51.1894,4.4603
Beauvechain Air Base,Beauvechain,,EBBE,50.7586,4.7683
Kleine Brogel Air Base,Kleine Brogel,,EBBL,51.1683,5.47
Brussels Airport,Brussels,BRU,EBBR,50.9014,4.4844
Jehonville Air Base,Bertrix,,EBBX,49.8917,5.2239
Brussels South Charleroi Airport,Charleroi,CRL,EBCI,50.4592,4.4538
Chièvres Air Base,Chievres,,EBCV,50.5758,3.831
Koksijde Air Base,Koksijde,,EBFN,51.0903,2.6528
Florennes Air Base,Florennes,,EBFS,50.2433,4.6458
Wevelgem Airport,Kortrijk-vevelgem,QKT,EBKT,50.8172,3.2047
Liège Airport,Liege,LGG,EBLG,50.6374,5.4432
Ostend-Bruges International Airport,Ostend,OST,EBOS,51.1989,2.8622
Zutendaal Air Base,Zutendaal,,EBSL,50.9475,5.5906
Limburg Regional Airport,Sint-truiden,,EBST,50.7919,5.2017
Saint Hubert Air Base,St.-hubert,,EBSU,50.0344,5.4408
Ursel Air Base,Ursel,,EBUL,51.1442,3.4756
Weelde Air Base,Weelde,,EBWE,51.3948,4.9602
Oostmalle Air Base,Zoersel,,EBZR,51.2647,4.7533
Westkapelle heliport,Knokke,,EBKW,51.3222,3.2931
Goetsenhoven Air Base,GOETSENHOVEN,,EBTN,50.7817,4.9578
Spa (la Sauvenière) Airport,Spa,,EBSP,50.4825,5.9103
Suarlée Airport,Namur,,EBNM,50.488,4.7689
Kiewit Airfield Hasselt,Hasselt,,EBZH,50.97,5.3751
Leopoldsburg Airfield,Leopoldsburg,,EBLE,51.12,5.3072
Philip S. W. Goldson International Airport,Belize City,BZE,MZBZ,17.5391,-88.3082
Caye Caulker Airport,Caye Caulker,CUK,,17.7347,-88.0325
Punta Gorda Airport,Punta Gorda,PND,,16.1024,-88.8083
Belize City Municipal Airport,Belize,TZA,,17.5344,-88.298
Caye Chapel Airport,Caye Chapel,CYC,,17.6836,-88.045
Big Creek Airport,Big Creek,BGK,,16.5167,-88.4167
Dangriga Airport,Dangriga,DGA,,16.9667,-88.2167
Placencia Airport,Placencia,PLJ,,16.5369,-88.3617
Sartaneja Airport,Sarteneja,SJX,,18.3556,-88.1308
Birchwood Airport,Belmopan,BCV,PABV,61.4165,-149.507
Silver Creek Airport,Stann Creek,SVK,,16.7284,-88.3693
Independence Airport,Independence,INB,,16.5219,-88.4106
Cadjehoun Airport,Cotonou,COO,DBBB,6.3572,2.3844
L.F. Wade International International Airport,Bermuda,BDA,TXKF,32.364,-64.6787
Paro Airport,Thimphu,PBH,VQPR,27.4032,89.4246
Yongphulla Airport,Yongphulla,YON,VQTY,27.2564,91.5144
Bathpalathang Airport,Jakar,BUT,VQBT,27.5622,90.7471
Gelephu Airport,Gelephu,GLU,VQGP,26.8846,90.4641
Bermejo Airport,Bermejo,BJO,SLBJ,-22.7733,-64.3129
Jorge Wilsterman International Airport,Cochabamba,CBB,SLCB,-17.4211,-66.1771
Chimore Airport,Chapacura,,SLCH,-16.99,-65.1415
Capitán Aníbal Arab Airport,Cobija,CIJ,SLCO,-11.0404,-68.783
El Alto International Airport,La Paz,LPB,SLLP,-16.5133,-68.1923
Juan Mendoza Airport,Oruro,,SLOR,-17.9626,-67.0762
Capitan Nicolas Rojas Airport,Potosi,POI,SLPO,-19.5431,-65.7237
Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,PSZ,SLPS,-18.9753,-57.8206
Santa Ana Del Yacuma Airport,Santa Ana,,SLSA,-13.7622,-65.4352
Juana Azurduy De Padilla Airport,Sucre,SRE,SLSU,-19.0071,-65.2887
Capitan Oriel Lea Plaza Airport,Tarija,TJA,SLTJ,-21.5557,-64.7013
Teniente Av. Jorge Henrich Arauz Airport,Trinidad,TDD,SLTR,-14.8187,-64.918
Teniente Coronel Rafael Pabón Airport,Villa Montes,,SLVM,-21.2552,-63.4056
Viru Viru International Airport,Santa Cruz,VVI,SLVR,-17.6448,-63.1354
Yacuiba Airport,Yacuiba,BYC,SLYA,-21.9609,-63.6517
El Trompillo Airport,Santa Cruz,SRZ,SLET,-17.8116,-63.1715
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,GYA,SLGY,-10.8206,-65.3456
Puerto Rico Airport,Puerto Rico/Manuripi,PUR,SLPR,-11.1077,-67.5512
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,RIB,SLRI,-11,-66
Reyes Airport,Reyes,REY,SLRY,-14.3044,-67.3534
Capitán Av. German Quiroga G. Airport,San Borja,SRJ,SLSB,-14.8592,-66.7375
Uyuni Airport,Uyuni,UYU,SLUY,-20.4463,-66.8484
Rurrenabaque Airport,Rerrenabaque,RBQ,SLRQ,-14.4275,-67.4981
Copacabana Airport,Copacabana,,SLCC,-16.1911,-69.0956
Mostar International Airport,Mostar,OMO,LQMO,43.2829,17.8459
Sarajevo International Airport,Sarajevo,SJJ,LQSA,43.8246,18.3315
Banja Luka International Airport,Banja Luka,BNX,LQBK,44.9414,17.2975
Tuzla International Airport,Null,,LQTZ,44.4587,18.7248
Francistown Airport,Francistown,FRW,FBFT,-21.1596,27.4745
Jwaneng Airport,Jwaneng,JWA,FBJW,-24.6023,24.691
Kasane Airport,Kasane,BBK,FBKE,-17.8329,25.1624
Maun Airport,Maun,MUB,FBMN,-19.9726,23.4311
Sir Seretse Khama International Airport,Gaberone,GBE,FBSK,-24.5552,25.9182
Selebi Phikwe Airport,Selebi-phikwe,PKW,FBSP,-22.0583,27.8288
Ghanzi Airport,Ghanzi,GNZ,FBGZ,-21.6925,21.6581
Orapa Airport,Orapa,ORP,FBOR,-21.2667,25.3167
Shakawe Airport,Shakawe,SWX,FBSW,-18.3739,21.8326
Limpopo Valley Airport,Tuli Lodge,TLD,FBTL,-22.1892,29.1269
Camp Okavango Airport,Okavango Delta,,FBCO,-19.1311,23.1025
Khwai River Lodge Airport,Khwai River,KHW,FBKR,-19.15,23.783
Tsigaro Airport,Tsigaro,,FB81,-20.4591,25.157
Sua Pan Airport,Sowa,SXN,FBSN,-20.5534,26.1158
Conceição do Araguaia Airport,Conceicao Do Araguaia,CDJ,SBAA,-8.3483,-49.3015
Campo Délio Jardim de Mattos Airport,Rio De Janeiro,,SBAF,-22.8751,-43.3847
Amapá Airport,Amapa,,SBAM,2.0775,-50.8582
Araraquara Airport,Araracuara,AQA,SBAQ,-21.812,-48.133
Santa Maria Airport,Aracaju,AJU,SBAR,-10.984,-37.0703
Piloto Osvaldo Marques Dias Airport,Alta Floresta,AFL,SBAT,-9.8664,-56.105
Araçatuba Airport,Aracatuba,ARU,SBAU,-21.1413,-50.4247
Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,BEL,SBBE,-1.3793,-48.4763
Comandante Gustavo Kraemer Airport,Bage,BGX,SBBG,-31.3905,-54.1122
Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,PLU,SBBH,-19.8512,-43.9506
Bacacheri Airport,Curitiba,BFH,SBBI,-25.4051,-49.232
Major Brigadeiro Doorgal Borges Airport,Barbacena,,SBBQ,-21.2672,-43.7611
Presidente Juscelino Kubistschek International Airport,Brasilia,BSB,SBBR,-15.8692,-47.9208
Bauru Airport,Bauru,BAU,SBBU,-22.345,-49.0538
Atlas Brasil Cantanhede Airport,Boa Vista,BVB,SBBV,2.8414,-60.6922
Barra do Garças Airport,Barra Do Garcas,,SBBW,-15.8613,-52.3889
Cascavel Airport,Cascavel,CAC,SBCA,-25.0003,-53.5008
Cachimbo Airport,Itaituba,,SBCC,-9.3339,-54.9654
Tancredo Neves International Airport,Belo Horizonte,CNF,SBCF,-19.6244,-43.9719
Campo Grande Airport,Campo Grande,CGR,SBCG,-20.4687,-54.6725
Serafin Enoss Bertaso Airport,Chapeco,XAP,SBCH,-27.1342,-52.6566
Brig. Lysias Augusto Rodrigues Airport,Carolina,CLN,SBCI,-7.3204,-47.4587
Diomício Freitas Airport,Criciuma,CCM,SBCM,-28.7244,-49.4214
Canoas Air Force Base,Porto Alegre,,SBCO,-29.9459,-51.1444
Bartolomeu Lisandro Airport,Campos,CAW,SBCP,-21.6983,-41.3017
Corumbá International Airport,Corumba,CMG,SBCR,-19.0119,-57.6714
Afonso Pena Airport,Curitiba,CWB,SBCT,-25.5285,-49.1758
Caravelas Airport,Caravelas,CRQ,SBCV,-17.6523,-39.2531
Hugo Cantergiani Regional Airport,Caxias Do Sul,CXJ,SBCX,-29.1971,-51.1875
Marechal Rondon Airport,Cuiaba,CGB,SBCY,-15.6529,-56.1167
Cruzeiro do Sul Airport,Cruzeiro do Sul,CZS,SBCZ,-7.5999,-72.7695
Presidente Prudente Airport,President Prudente,PPB,SBDN,-22.1751,-51.4246
Eduardo Gomes International Airport,Manaus,MAO,SBEG,-3.0386,-60.0497
Jacareacanga Airport,Jacare-acanga,,SBEK,-6.2332,-57.7769
São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,,SBES,-22.8129,-42.0926
Cataratas International Airport,Foz Do Iguacu,IGU,SBFI,-25.6003,-54.485
Hercílio Luz International Airport,Florianopolis,FLN,SBFL,-27.6703,-48.5525
Fernando de Noronha Airport,Fernando Do Noronha,FEN,SBFN,-3.8549,-32.4233
Furnas Airport,Alpinopolis,,SBFU,-20.7028,-46.3353
Pinto Martins International Airport,Fortaleza,FOR,SBFZ,-3.7763,-38.5326
Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,GIG,SBGL,-22.81,-43.2506
Guajará-Mirim Airport,Guajara-mirim,,SBGM,-10.7864,-65.2848
Santa Genoveva Airport,Goiania,GYN,SBGO,-16.632,-49.2207
EMBRAER - Unidade Gavião Peixoto Airport,Macae,,SBGP,-21.7737,-48.4051
Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,GRU,SBGR,-23.4356,-46.4731
Guaratinguetá Airport,Guaratingueta,,SBGW,-22.7916,-45.2048
Altamira Airport,Altamira,ATM,SBHT,-3.2539,-52.254
Itacoatiara Airport,Itaituba,,SBIC,-3.1273,-58.4812
Itaituba Airport,Itaituba,ITB,SBIH,-4.2423,-56.0007
Bahia - Jorge Amado Airport,Ilheus,IOS,SBIL,-14.816,-39.0332
Usiminas Airport,Ipatinga,IPN,SBIP,-19.4707,-42.4876
Francisco Vilela do Amaral Airport,Itumbiara,,SBIT,-18.4447,-49.2134
Prefeito Renato Moreira Airport,Imperatriz,IMP,SBIZ,-5.5313,-47.46
Belém/Brigadeiro Protásio de Oliveira Airport,Belem,,SBJC,-1.4142,-48.4607
Francisco de Assis Airport,Juiz De Fora,JDF,SBJF,-21.7915,-43.3868
Presidente Castro Pinto International Airport,Joao Pessoa,JPA,SBJP,-7.1458,-34.9486
Lauro Carneiro de Loyola Airport,Joinville,JOI,SBJV,-26.2245,-48.7974
Presidente João Suassuna Airport,Campina Grande,CPV,SBKG,-7.2699,-35.8964
Viracopos International Airport,Campinas,VCP,SBKP,-23.0074,-47.1345
Lages Airport,Lajes,,SBLJ,-27.7821,-50.2815
Lins Airport,Lins,LIP,SBLN,-21.664,-49.7305
Governador José Richa Airport,Londrina,LDB,SBLO,-23.3336,-51.1301
Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,LAZ,SBLP,-13.2621,-43.4081
Lagoa Santa Airport,Lagoa Santa,,SBLS,-19.6616,-43.8964
João Correa da Rocha Airport,Maraba,MAB,SBMA,-5.3686,-49.138
Monte Dourado Airport,Almeirim,,SBMD,-0.8898,-52.6022
Regional de Maringá - Sílvio Nane Junior Airport,Maringa,MGF,SBMG,-23.4794,-52.0122
Mário Ribeiro Airport,Montes Claros,MOC,SBMK,-16.7069,-43.8189
Ponta Pelada Airport,Manaus,PLL,SBMN,-3.146,-59.9863
Zumbi dos Palmares Airport,Maceio,MCZ,SBMO,-9.5108,-35.7917
Alberto Alcolumbre Airport,Macapa,MCP,SBMQ,0.0507,-51.0722
Dix-Sept Rosado Airport,Mocord,MVF,SBMS,-5.2019,-37.3643
Campo de Marte Airport,Sao Paulo,,SBMT,-23.5091,-46.6378
Manicoré Airport,Manicore,MNX,SBMY,-5.8114,-61.2783
Ministro Victor Konder International Airport,Navegantes,NVT,SBNF,-26.88,-48.6514
Santo Ângelo Airport,Santo Angelo,GEL,SBNM,-28.2817,-54.1691
Governador Aluízio Alves International Airport,Natal,NAT,SBSG,-5.7681,-35.3761
Oiapoque Airport,Oioiapoque,,SBOI,3.8555,-51.7969
Salgado Filho Airport,Porto Alegre,POA,SBPA,-29.9944,-51.1714
Prefeito Doutor João Silva Filho Airport,Parnaiba,,SBPB,-2.8937,-41.732
Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,POO,SBPC,-21.843,-46.5679
Lauro Kurtz Airport,Passo Fundo,PFB,SBPF,-28.244,-52.3266
João Simões Lopes Neto International Airport,Pelotas,PET,SBPK,-31.7184,-52.3277
Senador Nilo Coelho Airport,Petrolina,PNZ,SBPL,-9.3624,-40.5691
Porto Nacional Airport,Porto Nacional,PNB,SBPN,-10.7194,-48.3997
Ponta Porã Airport,Ponta Pora,PMG,SBPP,-22.5496,-55.7026
Governador Jorge Teixeira de Oliveira Airport,Porto Velho,PVH,SBPV,-8.7093,-63.9023
Plácido de Castro Airport,Rio Branco,RBR,SBRB,-9.8689,-67.8981
Guararapes - Gilberto Freyre International Airport,Recife,REC,SBRF,-8.1265,-34.9236
Santos Dumont Airport,Rio De Janeiro,SDU,SBRJ,-22.9105,-43.1631
Leite Lopes Airport,Ribeirao Preto,RAO,SBRP,-21.1364,-47.7767
Santa Cruz Airport,Rio De Janeiro,STU,SBSC,-22.9324,-43.7191
Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,SJK,SBSJ,-23.2292,-45.8615
Marechal Cunha Machado International Airport,Sao Luis,SLZ,SBSL,-2.5854,-44.2341
Congonhas Airport,Sao Paulo,CGH,SBSP,-23.6261,-46.6564
Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,SJP,SBSR,-20.8166,-49.4065
Base Aérea de Santos Airport,Santos,SSZ,SBST,-23.9281,-46.2997
Deputado Luiz Eduardo Magalhães International Airport,Salvador,SSA,SBSV,-12.9086,-38.3225
